center,left,right,steering,speed,throttle,brake
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_24_271.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_24_271.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_24_271.jpg,1,0,0,26.74947
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_24_341.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_24_341.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_24_341.jpg,1,0,0,26.34981
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_24_412.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_24_412.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_24_412.jpg,0,0,0,25.93999
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_24_483.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_24_483.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_24_483.jpg,0,0,0,25.62687
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_24_556.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_24_556.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_24_556.jpg,0,0,0,25.47142
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_24_629.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_24_629.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_24_629.jpg,0,0,0,25.24996
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_24_701.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_24_701.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_24_701.jpg,0,0,0,25.08387
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_24_775.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_24_775.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_24_775.jpg,0,0,0,24.88459
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_24_850.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_24_850.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_24_850.jpg,0,0,0,24.68531
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_24_922.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_24_922.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_24_922.jpg,0,0,0,24.53672
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_24_995.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_24_995.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_24_995.jpg,0,0,0,24.33936
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_25_070.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_25_070.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_25_070.jpg,0,0,0,24.14364
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_25_141.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_25_141.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_25_141.jpg,0,0,0,23.99789
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_25_217.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_25_217.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_25_217.jpg,0,0,0,23.80494
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_25_286.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_25_286.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_25_286.jpg,0.1,0,0,23.6105
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_25_361.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_25_361.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_25_361.jpg,0.25,0,0,23.43993
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_25_432.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_25_432.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_25_432.jpg,0.45,0,0,23.15339
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_25_505.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_25_505.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_25_505.jpg,0.6500001,0,0,22.79775
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_25_578.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_25_578.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_25_578.jpg,0.8000001,0,0,22.48833
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_25_651.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_25_651.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_25_651.jpg,1,0,0,22.02406
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_25_721.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_25_721.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_25_721.jpg,1,0,0,21.70884
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_25_797.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_25_797.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_25_797.jpg,0,0,0,21.3411
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_25_872.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_25_872.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_25_872.jpg,0,0,0,21.03257
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_25_946.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_25_946.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_25_946.jpg,0,0,0,20.7832
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_26_020.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_26_020.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_26_020.jpg,0.15,0,0,20.82834
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_26_096.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_26_096.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_26_096.jpg,0.35,0,0,20.63577
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_26_172.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_26_172.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_26_172.jpg,0.5500001,0,0,20.37609
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_26_246.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_26_246.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_26_246.jpg,0.7500002,0,0,20.07
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_26_321.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_26_321.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_26_321.jpg,0.9000002,0,0,19.549
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_26_398.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_26_398.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_26_398.jpg,1,0,0,19.13548
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_26_477.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_26_477.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_26_477.jpg,1,0,0,18.77776
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_26_553.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_26_553.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_26_553.jpg,1,0,0,18.52034
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_26_630.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_26_630.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_26_630.jpg,0,0,0,18.30213
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_26_713.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_26_713.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_26_713.jpg,0,0,0,18.0404
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_26_790.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_26_790.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_26_790.jpg,0,0.115456,0,17.84898
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_26_871.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_26_871.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_26_871.jpg,0,0.3575219,0,17.98424
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_26_951.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_26_951.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_26_951.jpg,0,0.5975134,0,18.38526
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_27_034.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_27_034.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_27_034.jpg,0.2,0.8456239,0,19.01525
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_27_111.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_27_111.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_27_111.jpg,0.4,1,0,19.76094
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_27_193.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_27_193.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_27_193.jpg,0.6000001,1,0,20.45366
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_27_269.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_27_269.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_27_269.jpg,0.8000001,1,0,21.07356
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_27_348.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_27_348.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_27_348.jpg,0,1,0,21.71295
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_27_427.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_27_427.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_27_427.jpg,0,0.8776098,0,22.38543
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_27_504.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_27_504.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_27_504.jpg,0,0.6462631,0,22.88546
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_27_585.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_27_585.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_27_585.jpg,0,0.4036957,0,23.17252
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_27_671.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_27_671.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_27_671.jpg,0,0.6572277,0,23.55799
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_27_750.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_27_750.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_27_750.jpg,0.2,0.8988938,0,24.14772
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_27_830.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_27_830.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_27_830.jpg,0.4,1,0,24.82373
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_27_910.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_27_910.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_27_910.jpg,0.6000001,1,0,25.4311
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_27_991.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_27_991.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_27_991.jpg,0.8000001,1,0,25.95371
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_28_070.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_28_070.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_28_070.jpg,1,1,0,26.3947
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_28_150.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_28_150.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_28_150.jpg,1,0.8839326,0,26.82555
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_28_231.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_28_231.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_28_231.jpg,0,0.6388338,0,27.14672
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_28_311.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_28_311.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_28_311.jpg,0,0.4019291,0,27.30514
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_28_395.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_28_395.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_28_395.jpg,0.1,0.1531416,0,27.30519
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_28_472.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_28_472.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_28_472.jpg,0.3,0,0,27.13682
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_28_550.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_28_550.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_28_550.jpg,0.5000001,0,0,26.38684
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_28_626.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_28_626.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_28_626.jpg,0.7,0,0,26.04191
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_28_701.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_28_701.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_28_701.jpg,0.8500001,0,0,25.44503
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_28_786.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_28_786.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_28_786.jpg,0,0,0,24.63494
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_28_852.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_28_852.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_28_852.jpg,0,0,0,23.93537
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_28_926.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_28_926.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_28_926.jpg,0.1,0,0,23.2041
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_29_000.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_29_000.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_29_000.jpg,0.25,0,0,22.50789
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_29_080.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_29_080.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_29_080.jpg,0.45,0,0,21.68491
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_29_141.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_29_141.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_29_141.jpg,0.6000001,0,0,21.12516
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_29_212.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_29_212.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_29_212.jpg,0.8000001,0,0,20.3039
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_29_292.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_29_292.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_29_292.jpg,0,0,0,19.44851
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_29_354.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_29_354.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_29_354.jpg,0,0.1070884,0,19.02587
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_29_420.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_29_420.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_29_420.jpg,0,0.3086841,0,18.80445
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_29_489.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_29_489.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_29_489.jpg,0,0.5114498,0,18.64784
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_29_559.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_29_559.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_29_559.jpg,0,0.7236632,0,18.62897
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_29_631.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_29_631.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_29_631.jpg,0,0.9367874,0,18.91956
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_29_697.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_29_697.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_29_697.jpg,0,1,0,19.12662
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_29_767.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_29_767.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_29_767.jpg,0,1,0,19.52387
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_29_839.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_29_839.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_29_839.jpg,0,1,0,19.89706
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_29_907.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_29_907.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_29_907.jpg,0,1,0,20.32293
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_29_985.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_29_985.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_29_985.jpg,0,1,0,20.3871
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_30_045.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_30_045.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_30_045.jpg,0,1,0,20.76156
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_30_145.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_30_145.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_30_145.jpg,0,1,0,21.27299
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_30_224.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_30_224.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_30_224.jpg,0,1,0,21.33428
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_30_295.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_30_295.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_30_295.jpg,0,1,0,21.1957
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_30_364.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_30_364.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_30_364.jpg,-0.15,1,0,21.11602
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_30_432.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_30_432.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_30_432.jpg,-0.35,1,0,21.32036
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_30_519.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_30_519.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_30_519.jpg,-0.5500001,1,0,21.13403
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_30_599.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_30_599.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_30_599.jpg,0,1,0,21.21995
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_30_668.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_30_668.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_30_668.jpg,0,1,0,21.07028
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_30_765.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_30_765.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_30_765.jpg,0,1,0,21.15547
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_30_838.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_30_838.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_30_838.jpg,-0.2,1,0,21.39322
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_30_906.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_30_906.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_30_906.jpg,-0.35,1,0,22.00524
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_30_977.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_30_977.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_30_977.jpg,-0.5500001,1,0,22.72939
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_31_050.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_31_050.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_31_050.jpg,0,1,0,22.95614
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_31_124.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_31_124.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_31_124.jpg,0,1,0,23.61834
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_31_195.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_31_195.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_31_195.jpg,-0.1,1,0,24.62887
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_31_267.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_31_267.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_31_267.jpg,-0.25,1,0,25.39598
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_31_339.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_31_339.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_31_339.jpg,0,1,0,26.51926
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_31_411.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_31_411.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_31_411.jpg,0,1,0,27.21759
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_31_483.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_31_483.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_31_483.jpg,0,1,0,28.20159
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_31_554.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_31_554.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_31_554.jpg,0,1,0,29.06091
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_31_617.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_31_617.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_31_617.jpg,0,1,0,29.59219
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_47_31_687.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_47_31_687.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_47_31_687.jpg,-0.1,1,0,30.17305
